"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2022","18,881.19","18,621.76","18,966.90","18,581.30","238.32M","2.37%"
"09/30/2022","18,444.22","18,453.91","18,685.04","18,381.07","238.13M","0.01%"
"09/29/2022","18,441.84","18,534.03","18,534.03","18,258.42","216.91M","-1.11%"
"09/28/2022","18,648.92","18,307.88","18,703.89","18,247.90","229.10M","1.86%"
"09/27/2022","18,307.91","18,493.89","18,546.76","18,247.74","243.47M","-0.10%"
"09/26/2022","18,327.04","18,405.29","18,603.47","18,273.00","350.60M","-0.83%"
"09/23/2022","18,480.98","18,739.73","18,739.73","18,372.64","324.44M","-2.75%"
"09/22/2022","19,002.68","19,263.26","19,290.32","18,985.00","209.76M","-0.95%"
"09/21/2022","19,184.54","19,473.69","19,503.46","19,184.54","222.08M","-0.95%"
"09/20/2022","19,368.69","19,505.42","19,507.83","19,246.77","234.58M","-0.99%"
"09/19/2022","19,562.38","19,203.26","19,569.14","19,198.11","264.09M","0.91%"
"09/16/2022","19,385.88","19,386.16","19,421.61","19,283.19","622.08M","-0.89%"
"09/15/2022","19,560.16","19,640.72","19,785.14","19,521.29","218.51M","-0.84%"
"09/14/2022","19,726.14","19,683.64","19,809.13","19,649.31","237.74M","0.41%"
"09/13/2022","19,645.40","19,713.13","19,850.63","19,602.53","248.37M","-1.71%"
"09/12/2022","19,987.23","19,923.17","20,032.60","19,885.88","286.23M","1.08%"
"09/09/2022","19,773.34","19,592.41","19,789.58","19,592.41","233.56M","1.86%"
"09/08/2022","19,413.00","19,193.23","19,415.52","19,163.61","226.54M","0.89%"
"09/07/2022","19,241.44","19,013.73","19,264.46","18,981.97","233.64M","0.80%"
"09/06/2022","19,088.15","19,346.35","19,371.48","19,074.60","258.39M","-0.95%"
"09/02/2022","19,270.85","19,349.41","19,478.27","19,203.82","211.10M","0.67%"
"09/01/2022","19,142.72","19,179.49","19,179.49","18,986.19","248.54M","-0.97%"
"08/31/2022","19,330.81","19,450.62","19,506.39","19,329.88","281.28M","-0.93%"
"08/30/2022","19,512.90","19,819.82","19,819.82","19,484.77","220.07M","-1.63%"
"08/29/2022","19,836.12","19,752.80","19,884.23","19,704.96","286.43M","-0.19%"
"08/26/2022","19,873.29","20,204.71","20,205.62","19,860.58","219.29M","-1.48%"
"08/25/2022","20,172.34","20,113.11","20,188.98","20,081.00","248.11M","0.75%"
"08/24/2022","20,021.38","19,961.83","20,068.93","19,961.53","216.59M","0.18%"
"08/23/2022","19,985.35","19,968.48","20,082.91","19,941.12","237.56M","0.05%"
"08/22/2022","19,974.92","19,917.00","19,974.92","19,837.79","252.50M","-0.68%"
"08/19/2022","20,111.38","20,184.88","20,192.79","20,067.24","212.87M","-0.76%"
"08/18/2022","20,265.37","20,230.61","20,323.57","20,209.46","199.91M","0.42%"
"08/17/2022","20,181.44","20,191.67","20,251.98","20,130.83","225.97M","-0.44%"
"08/16/2022","20,269.97","20,182.23","20,287.19","20,166.52","223.80M","0.44%"
"08/15/2022","20,180.60","20,061.43","20,199.17","20,023.14","272.05M","0.00%"
"08/12/2022","20,179.81","20,051.40","20,188.64","20,021.34","230.92M","0.94%"
"08/11/2022","19,991.88","20,014.23","20,100.55","19,961.09","268.56M","0.53%"
"08/10/2022","19,885.94","19,743.64","19,911.02","19,716.29","264.93M","1.57%"
"08/09/2022","19,578.30","19,693.59","19,699.83","19,540.21","216.38M","-0.46%"
"08/08/2022","19,669.17","19,666.86","19,768.01","19,661.75","243.32M","0.25%"
"08/05/2022","19,620.13","19,471.25","19,620.13","19,443.34","238.71M","0.22%"
"08/04/2022","19,577.04","19,573.12","19,619.14","19,538.08","250.54M","0.16%"
"08/03/2022","19,545.94","19,616.12","19,616.12","19,485.03","220.50M","0.21%"
"08/02/2022","19,505.33","19,568.87","19,673.47","19,486.68","270.79M","-0.95%"
"07/29/2022","19,692.92","19,539.86","19,733.95","19,539.86","252.03M","1.21%"
"07/28/2022","19,456.71","19,353.45","19,472.70","19,182.44","251.62M","1.05%"
"07/27/2022","19,254.56","19,056.91","19,315.46","19,056.91","230.20M","1.49%"
"07/26/2022","18,972.68","19,070.72","19,110.48","18,923.42","209.67M","-0.69%"
"07/25/2022","19,104.48","19,010.28","19,119.04","18,971.49","219.08M","0.64%"
"07/22/2022","18,982.92","19,085.67","19,141.65","18,911.89","180.50M","-0.42%"
"07/21/2022","19,062.85","18,953.98","19,064.92","18,870.76","214.88M","0.22%"
"07/20/2022","19,020.67","18,912.44","19,056.39","18,845.15","197.21M","0.44%"
"07/19/2022","18,937.71","18,723.11","18,944.12","18,716.92","231.30M","1.84%"
"07/18/2022","18,595.62","18,582.53","18,733.59","18,560.11","270.48M","1.09%"
"07/15/2022","18,394.45","18,490.99","18,500.10","18,311.57","205.98M","0.36%"
"07/14/2022","18,329.06","18,448.08","18,466.76","18,169.86","340.30M","-1.54%"
"07/13/2022","18,615.19","18,517.46","18,691.92","18,378.83","227.03M","-0.34%"
"07/12/2022","18,678.64","18,712.32","18,798.33","18,619.47","232.30M","-0.73%"
"07/11/2022","18,816.80","18,905.25","18,955.41","18,785.77","225.90M","-1.08%"
"07/08/2022","19,022.86","19,063.14","19,100.13","18,897.74","197.64M","-0.21%"
"07/07/2022","19,063.17","18,871.31","19,085.45","18,871.31","251.46M","1.78%"
"07/06/2022","18,729.66","18,795.65","18,872.07","18,543.92","317.96M","-0.55%"
"07/05/2022","18,834.16","18,877.17","18,911.07","18,520.38","338.11M","-1.02%"
"07/04/2022","19,028.86","18,951.20","19,129.70","18,946.52","122.91M","0.89%"
"06/30/2022","18,861.36","18,848.72","18,898.73","18,665.34","272.82M","-1.14%"
"06/29/2022","19,078.64","19,274.28","19,274.28","19,010.44","215.31M","-0.75%"
"06/28/2022","19,222.74","19,406.49","19,500.89","19,160.19","275.28M","-0.18%"
"06/27/2022","19,258.32","19,168.72","19,294.17","19,068.00","321.21M","1.03%"
"06/24/2022","19,062.91","18,831.70","19,100.72","18,828.93","262.85M","1.85%"
"06/23/2022","18,717.12","19,033.06","19,067.02","18,661.52","312.41M","-1.51%"
"06/22/2022","19,004.04","18,947.11","19,142.81","18,871.70","283.62M","-1.32%"
"06/21/2022","19,257.29","19,248.24","19,385.48","19,239.38","275.43M","0.38%"
"06/20/2022","19,183.63","18,967.73","19,186.53","18,967.73","126.18M","1.34%"
"06/17/2022","18,930.48","19,067.35","19,193.97","18,787.68","579.46M","-0.39%"
"06/16/2022","19,004.06","19,284.01","19,320.69","18,952.69","284.71M","-3.10%"
"06/15/2022","19,611.56","19,665.39","19,743.36","19,383.69","281.52M","0.32%"
"06/14/2022","19,548.51","19,844.29","19,844.29","19,435.02","316.00M","-0.98%"
"06/13/2022","19,742.56","19,943.39","19,943.39","19,602.90","340.41M","-2.63%"
"06/10/2022","20,274.82","20,390.27","20,390.29","20,196.16","283.28M","-1.41%"
"06/09/2022","20,563.89","20,718.40","20,771.66","20,563.89","239.60M","-1.10%"
"06/08/2022","20,792.43","20,879.51","20,919.33","20,712.02","266.65M","-0.65%"
"06/07/2022","20,928.21","20,730.68","20,928.21","20,695.85","263.55M","0.52%"
"06/06/2022","20,819.09","20,912.88","20,931.94","20,796.07","279.74M","0.14%"
"06/03/2022","20,790.73","20,915.18","20,931.49","20,753.48","206.02M","-1.15%"
"06/02/2022","21,031.81","20,713.64","21,036.35","20,713.64","244.18M","1.54%"
"06/01/2022","20,713.72","20,816.71","20,866.36","20,610.19","268.21M","-0.08%"
"05/31/2022","20,729.34","20,830.49","20,875.91","20,697.64","588.16M","-0.91%"
"05/30/2022","20,919.40","20,835.61","20,940.13","20,817.52","122.87M","0.82%"
"05/27/2022","20,748.58","20,587.10","20,777.55","20,581.72","267.60M","1.05%"
"05/26/2022","20,532.18","20,454.11","20,624.73","20,448.69","267.12M","0.73%"
"05/25/2022","20,383.75","20,295.19","20,452.54","20,290.69","240.86M","0.48%"
"05/24/2022","20,286.20","20,333.39","20,337.34","20,146.91","304.12M","0.44%"
"05/20/2022","20,197.61","20,335.70","20,359.79","19,937.30","222.00M","0.08%"
"05/19/2022","20,181.92","19,927.12","20,336.12","19,907.27","259.83M","0.40%"
"05/18/2022","20,101.38","20,424.03","20,424.03","20,040.48","256.32M","-1.90%"
"05/17/2022","20,491.01","20,440.84","20,514.61","20,330.54","278.81M","1.41%"
"05/16/2022","20,206.41","20,116.04","20,309.19","20,064.76","310.72M","0.53%"
"05/13/2022","20,099.81","19,871.87","20,196.60","19,871.87","294.64M","2.03%"
"05/12/2022","19,699.05","19,681.25","19,809.00","19,480.00","320.28M","-0.70%"
"05/11/2022","19,837.25","19,922.75","20,189.43","19,792.79","324.38M","-0.27%"
"05/10/2022","19,890.06","20,166.21","20,253.33","19,736.68","361.17M","-0.55%"
"05/09/2022","19,999.69","20,392.40","20,392.40","19,955.79","340.73M","-3.07%"
"05/06/2022","20,633.28","20,664.47","20,729.34","20,416.38","274.93M","-0.30%"
"05/05/2022","20,696.17","21,120.71","21,120.71","20,550.61","284.58M","-2.31%"
"05/04/2022","21,184.95","20,972.96","21,212.88","20,798.78","300.98M","1.34%"
"05/03/2022","20,905.28","20,726.50","21,030.74","20,724.30","249.85M","1.03%"
"05/02/2022","20,692.22","20,707.70","20,758.11","20,456.80","253.79M","-0.34%"
"04/29/2022","20,762.00","21,036.16","21,168.82","20,753.85","287.08M","-1.70%"
"04/28/2022","21,121.06","20,899.87","21,206.46","20,817.86","280.97M","1.82%"
"04/27/2022","20,744.23","20,747.20","20,855.48","20,619.32","234.34M","0.26%"
"04/26/2022","20,690.81","21,021.18","21,021.18","20,690.81","256.42M","-1.53%"
"04/25/2022","21,011.89","20,985.49","21,074.67","20,672.64","317.35M","-0.82%"
"04/22/2022","21,186.38","21,593.86","21,593.86","21,169.27","287.67M","-2.14%"
"04/21/2022","21,650.41","22,088.13","22,088.13","21,613.16","258.68M","-1.58%"
"04/20/2022","21,998.38","22,012.53","22,062.60","21,933.99","218.90M","-0.09%"
"04/19/2022","22,018.82","21,853.02","22,035.68","21,820.81","204.36M","0.64%"
"04/18/2022","21,878.41","21,866.87","21,972.10","21,847.62","228.31M","0.10%"
"04/14/2022","21,855.70","21,862.21","21,935.53","21,843.04","231.68M","0.08%"
"04/13/2022","21,838.02","21,780.10","21,888.76","21,739.47","211.25M","0.56%"
"04/12/2022","21,715.41","21,897.86","21,948.60","21,701.03","252.64M","-0.34%"
"04/11/2022","21,790.49","21,873.77","21,889.72","21,737.52","289.24M","-0.38%"
"04/08/2022","21,874.35","21,876.84","21,953.04","21,824.32","203.32M","0.18%"
"04/07/2022","21,834.89","21,792.30","21,851.64","21,635.34","232.25M","0.21%"
"04/06/2022","21,788.60","21,860.03","21,894.54","21,702.10","233.71M","-0.65%"
"04/05/2022","21,930.83","22,060.16","22,213.07","21,916.60","269.76M","-0.70%"
"04/04/2022","22,085.60","21,979.40","22,089.75","21,942.61","279.83M","0.60%"
"04/01/2022","21,952.95","21,970.78","22,031.74","21,840.16","250.05M","0.29%"
"03/31/2022","21,890.16","22,109.67","22,181.75","21,890.16","266.12M","-0.84%"
"03/30/2022","22,075.96","22,068.48","22,109.17","22,016.49","242.50M","-0.05%"
"03/29/2022","22,087.22","21,968.22","22,108.31","21,908.41","278.07M","0.50%"
"03/28/2022","21,977.83","21,949.76","21,993.66","21,871.62","219.94M","-0.13%"
"03/25/2022","22,005.94","21,947.83","22,019.58","21,900.01","255.48M","0.31%"
"03/24/2022","21,937.89","22,011.27","22,018.00","21,871.52","243.90M","0.03%"
"03/23/2022","21,932.18","22,086.26","22,100.63","21,932.18","280.58M","-0.64%"
"03/22/2022","22,074.35","22,073.94","22,152.94","22,045.24","264.32M","0.30%"
"03/21/2022","22,009.13","21,918.44","22,023.76","21,910.27","264.20M","0.87%"
"03/18/2022","21,818.47","21,702.85","21,877.14","21,698.49","622.92M","0.22%"
"03/17/2022","21,771.22","21,521.52","21,772.52","21,506.39","239.06M","1.41%"
"03/16/2022","21,468.83","21,296.36","21,485.77","21,190.14","310.14M","1.33%"
"03/15/2022","21,187.84","21,065.13","21,198.60","20,971.11","320.48M","0.03%"
"03/14/2022","21,180.78","21,440.04","21,443.48","21,122.04","327.80M","-1.31%"
"03/11/2022","21,461.83","21,534.90","21,619.95","21,454.99","294.32M","-0.56%"
"03/10/2022","21,581.70","21,390.35","21,587.41","21,371.93","310.18M","0.41%"
"03/09/2022","21,493.23","21,303.02","21,543.95","21,243.17","386.82M","1.23%"
"03/08/2022","21,232.03","21,333.05","21,501.42","21,220.54","490.40M","-0.34%"
"03/07/2022","21,304.40","21,382.33","21,575.14","21,298.14","425.08M","-0.46%"
"03/04/2022","21,402.43","21,204.41","21,406.86","21,198.58","332.36M","0.72%"
"03/03/2022","21,250.41","21,280.09","21,348.89","21,208.48","298.46M","-0.02%"
"03/02/2022","21,255.64","21,065.64","21,297.71","21,065.64","291.80M","1.20%"
"03/01/2022","21,004.51","21,143.99","21,213.26","20,912.06","353.65M","-0.58%"
"02/28/2022","21,126.36","21,010.91","21,142.42","20,951.90","399.20M","0.10%"
"02/25/2022","21,106.00","20,828.06","21,113.96","20,784.01","272.94M","1.66%"
"02/24/2022","20,761.93","20,500.45","20,770.36","20,397.15","397.77M","0.09%"
"02/23/2022","20,744.17","20,956.81","20,996.07","20,718.01","292.74M","-0.78%"
"02/22/2022","20,907.82","20,936.26","21,030.47","20,737.69","323.45M","-0.48%"
"02/18/2022","21,008.20","21,184.28","21,202.82","21,000.56","243.04M","-0.79%"
"02/17/2022","21,176.33","21,358.47","21,395.07","21,160.09","254.38M","-0.97%"
"02/16/2022","21,383.64","21,376.74","21,461.53","21,344.73","255.28M","-0.55%"
"02/15/2022","21,502.55","21,398.20","21,510.64","21,388.00","279.61M","0.70%"
"02/14/2022","21,352.51","21,509.78","21,509.78","21,280.03","296.88M","-0.91%"
"02/11/2022","21,548.84","21,547.02","21,670.27","21,427.58","341.26M","0.08%"
"02/10/2022","21,531.72","21,521.02","21,784.69","21,491.94","310.18M","-0.34%"
"02/09/2022","21,604.19","21,524.14","21,650.79","21,524.14","253.69M","1.06%"
"02/08/2022","21,377.18","21,253.86","21,402.82","21,206.40","297.00M","0.67%"
"02/07/2022","21,235.50","21,271.28","21,327.69","21,158.68","267.47M","-0.17%"
"02/04/2022","21,271.85","21,158.26","21,343.07","21,158.26","236.74M","0.84%"
"02/03/2022","21,094.01","21,176.92","21,228.81","21,082.71","237.62M","-1.26%"
"02/02/2022","21,362.36","21,363.22","21,419.27","21,287.23","255.96M","0.20%"
"02/01/2022","21,319.92","21,160.53","21,321.00","21,073.05","264.19M","1.05%"
"01/31/2022","21,098.29","20,714.33","21,109.44","20,697.76","273.26M","1.72%"
"01/28/2022","20,741.75","20,539.21","20,741.75","20,411.76","244.86M","0.96%"
"01/27/2022","20,544.11","20,755.42","20,852.64","20,514.08","272.00M","-0.25%"
"01/26/2022","20,595.89","20,781.30","20,933.19","20,502.57","279.75M","0.02%"
"01/25/2022","20,590.98","20,364.73","20,746.69","20,130.45","273.78M","0.10%"
"01/24/2022","20,571.30","20,465.15","20,577.35","19,912.59","395.43M","-0.24%"
"01/21/2022","20,621.39","20,921.82","20,921.82","20,534.38","314.22M","-2.07%"
"01/20/2022","21,058.18","21,245.22","21,369.72","21,043.45","235.93M","-0.69%"
"01/19/2022","21,205.16","21,343.57","21,344.51","21,155.91","269.02M","-0.33%"
"01/18/2022","21,274.57","21,386.70","21,386.70","21,193.00","272.97M","-1.22%"
"01/17/2022","21,537.45","21,373.21","21,550.10","21,373.21","102.38M","0.84%"
"01/14/2022","21,357.56","21,191.62","21,365.51","21,162.84","248.63M","0.30%"
"01/13/2022","21,292.96","21,427.01","21,471.05","21,276.29","232.66M","-0.48%"
"01/12/2022","21,395.00","21,337.99","21,449.92","21,286.10","282.43M","0.56%"
"01/11/2022","21,274.81","21,086.23","21,283.95","21,009.14","292.14M","0.96%"
"01/10/2022","21,072.32","21,034.46","21,072.32","20,790.89","249.46M","-0.06%"
"01/07/2022","21,084.45","21,066.83","21,113.17","20,942.37","201.89M","0.06%"
"01/06/2022","21,072.20","21,057.90","21,148.59","20,934.15","238.50M","0.15%"
"01/05/2022","21,039.66","21,281.92","21,319.22","21,037.44","311.25M","-0.93%"
"01/04/2022","21,236.52","21,335.56","21,473.67","21,222.05","269.07M","0.06%"
"12/31/2021","21,222.84","21,253.30","21,276.51","21,168.74","128.38M","-0.34%"
"12/30/2021","21,294.64","21,339.06","21,433.85","21,293.41","145.73M","-0.23%"
"12/29/2021","21,344.65","21,276.36","21,430.55","21,276.36","233.87M","0.54%"
"12/24/2021","21,229.68","21,233.88","21,270.24","21,229.55","40.52M","0.05%"
"12/23/2021","21,218.93","21,118.21","21,265.76","21,112.62","210.87M","0.71%"
"12/22/2021","21,070.05","20,893.35","21,076.45","20,878.76","168.47M","0.69%"
"12/21/2021","20,924.87","20,717.26","20,953.88","20,717.26","215.64M","1.88%"
"12/20/2021","20,538.22","20,545.80","20,551.03","20,382.33","258.57M","-0.97%"
"12/17/2021","20,739.19","20,616.47","20,857.96","20,594.83","479.39M","0.00%"
"12/16/2021","20,739.78","20,890.53","20,988.45","20,713.48","242.02M","-0.14%"
"12/15/2021","20,769.16","20,653.76","20,799.86","20,526.10","300.31M","0.58%"
"12/14/2021","20,648.57","20,615.96","20,785.07","20,613.67","215.70M","-0.48%"
"12/13/2021","20,748.45","20,885.48","20,903.56","20,671.98","356.76M","-0.68%"
"12/10/2021","20,890.62","21,014.28","21,021.92","20,833.59","201.33M","-0.17%"
"12/09/2021","20,925.49","20,983.03","21,027.39","20,897.31","226.06M","-0.72%"
"12/08/2021","21,077.35","21,136.02","21,136.02","21,047.85","206.51M","-0.40%"
"12/07/2021","21,162.65","21,041.40","21,227.00","21,037.49","238.35M","1.45%"
"12/06/2021","20,861.10","20,669.76","20,898.17","20,593.97","294.15M","1.10%"
"12/03/2021","20,633.27","20,815.92","20,825.21","20,492.03","253.12M","-0.62%"
"12/02/2021","20,762.03","20,496.70","20,833.15","20,479.38","266.10M","1.45%"
"12/01/2021","20,464.60","20,917.46","21,012.27","20,464.60","293.73M","-0.95%"
"11/30/2021","20,659.99","21,059.84","21,101.58","20,659.99","639.74M","-2.31%"
"11/29/2021","21,149.00","21,256.20","21,306.05","21,044.59","262.46M","0.11%"
"11/26/2021","21,125.90","21,383.69","21,383.69","21,086.85","265.16M","-2.25%"
"11/25/2021","21,613.18","21,581.24","21,649.06","21,571.22","84.09M","0.30%"
"11/24/2021","21,548.43","21,378.13","21,557.33","21,345.67","208.26M","0.44%"
"11/23/2021","21,453.77","21,422.88","21,527.48","21,350.72","279.82M","0.15%"
"11/22/2021","21,420.77","21,578.81","21,578.81","21,420.77","244.18M","-0.62%"
"11/19/2021","21,555.03","21,588.88","21,625.73","21,527.56","212.53M","-0.38%"
"11/18/2021","21,637.54","21,649.86","21,692.67","21,560.91","219.01M","-0.07%"
"11/17/2021","21,653.02","21,713.50","21,753.50","21,628.06","245.16M","-0.30%"
"11/16/2021","21,717.16","21,720.38","21,796.16","21,697.66","200.82M","0.16%"
"11/15/2021","21,683.08","21,758.06","21,765.54","21,661.18","262.10M","-0.39%"
"11/12/2021","21,768.53","21,595.03","21,773.05","21,586.62","254.10M","0.86%"
"11/11/2021","21,581.98","21,602.12","21,621.47","21,556.04","204.12M","0.56%"
"11/10/2021","21,461.93","21,567.22","21,597.80","21,415.34","233.96M","-0.61%"
"11/09/2021","21,594.52","21,571.83","21,597.12","21,471.51","255.52M","0.18%"
"11/08/2021","21,556.54","21,537.41","21,585.55","21,527.61","297.44M","0.47%"
"11/05/2021","21,455.82","21,412.84","21,473.78","21,378.44","272.47M","0.53%"
"11/04/2021","21,342.13","21,334.39","21,381.25","21,274.82","254.33M","0.36%"
"11/03/2021","21,265.10","21,175.41","21,286.18","21,160.47","190.80M","0.45%"
"11/02/2021","21,170.01","21,250.61","21,254.64","21,160.53","187.75M","-0.36%"
"11/01/2021","21,247.01","21,124.26","21,254.91","21,107.03","188.46M","1.00%"
"10/29/2021","21,037.07","21,116.85","21,146.56","21,037.07","244.02M","-0.76%"
"10/28/2021","21,197.53","20,990.83","21,216.22","20,979.38","199.06M","1.16%"
"10/27/2021","20,954.99","21,167.87","21,167.87","20,954.99","190.90M","-1.03%"
"10/26/2021","21,173.45","21,311.78","21,311.78","21,167.23","179.74M","-0.52%"
"10/25/2021","21,284.84","21,244.05","21,307.00","21,205.15","238.20M","0.32%"
"10/22/2021","21,216.15","21,219.05","21,265.76","21,133.86","188.11M","0.02%"
"10/21/2021","21,212.39","21,137.44","21,230.91","21,126.85","170.55M","0.11%"
"10/20/2021","21,188.19","21,079.13","21,188.19","21,067.78","185.13M","0.48%"
"10/19/2021","21,086.99","21,053.82","21,087.55","21,019.29","203.14M","0.48%"
"10/18/2021","20,985.37","20,898.56","20,985.37","20,853.29","200.01M","0.27%"
"10/15/2021","20,928.10","20,888.56","20,969.36","20,855.46","213.14M","0.52%"
"10/14/2021","20,819.94","20,746.18","20,840.33","20,735.44","246.75M","0.98%"
"10/13/2021","20,618.47","20,468.06","20,621.13","20,427.38","234.48M","0.89%"
"10/12/2021","20,437.12","20,412.68","20,478.51","20,375.76","267.12M","0.10%"
"10/08/2021","20,416.31","20,469.47","20,510.74","20,416.31","189.52M","0.00%"
"10/07/2021","20,416.21","20,291.83","20,470.26","20,291.83","193.38M","1.11%"
"10/06/2021","20,191.66","20,057.80","20,196.36","20,014.27","247.17M","0.04%"
"10/05/2021","20,183.43","20,107.19","20,220.74","20,062.36","241.71M","0.65%"
"10/04/2021","20,052.25","20,094.57","20,162.92","19,968.48","225.64M","-0.49%"
"10/01/2021","20,150.87","20,122.71","20,201.93","19,954.82","204.72M","0.40%"
"09/30/2021","20,070.25","20,186.51","20,243.53","20,057.99","253.27M","-0.44%"
"09/29/2021","20,158.14","20,223.72","20,275.34","20,154.53","216.22M","-0.08%"
"09/28/2021","20,174.14","20,379.48","20,379.48","20,128.06","244.28M","-1.41%"
"09/27/2021","20,463.42","20,433.58","20,503.83","20,428.19","257.93M","0.30%"
"09/24/2021","20,402.66","20,417.08","20,438.05","20,384.20","186.16M","-0.29%"
"09/23/2021","20,461.93","20,423.10","20,514.94","20,407.83","252.50M","0.30%"
"09/22/2021","20,401.49","20,372.55","20,479.70","20,372.55","210.10M","0.78%"
"09/21/2021","20,244.29","20,268.12","20,344.73","20,204.61","210.54M","0.45%"
"09/20/2021","20,154.54","20,285.61","20,285.61","19,982.19","271.22M","-1.64%"
"09/17/2021","20,490.36","20,518.98","20,557.53","20,448.96","506.94M","-0.54%"
"09/16/2021","20,602.10","20,663.42","20,663.42","20,555.11","199.05M","-0.44%"
"09/15/2021","20,693.79","20,591.88","20,717.19","20,569.20","265.20M","0.68%"
"09/14/2021","20,553.25","20,668.04","20,679.63","20,539.23","220.49M","-0.55%"
"09/13/2021","20,666.41","20,726.26","20,759.38","20,628.75","262.62M","0.16%"
"09/10/2021","20,633.06","20,759.16","20,759.16","20,631.85","205.51M","-0.35%"
"09/09/2021","20,705.27","20,723.92","20,785.57","20,675.47","188.05M","-0.18%"
"09/08/2021","20,741.79","20,805.41","20,863.20","20,730.69","203.57M","-0.31%"
"09/07/2021","20,806.63","20,848.28","20,897.57","20,801.08","206.92M","-0.07%"
"09/03/2021","20,821.43","20,817.47","20,845.58","20,782.53","169.75M","0.13%"
"09/02/2021","20,795.12","20,726.69","20,818.42","20,726.69","161.37M","0.51%"
"09/01/2021","20,689.58","20,604.76","20,723.91","20,604.76","188.49M","0.52%"
"08/31/2021","20,582.94","20,611.54","20,703.89","20,570.22","228.29M","-0.06%"
"08/30/2021","20,594.97","20,660.31","20,660.31","20,555.24","176.02M","-0.24%"
"08/27/2021","20,644.64","20,548.46","20,662.94","20,540.16","165.91M","0.69%"
"08/26/2021","20,504.15","20,578.69","20,591.39","20,497.06","160.93M","-0.40%"
"08/25/2021","20,587.32","20,574.82","20,612.41","20,540.45","204.52M","0.19%"
"08/24/2021","20,547.76","20,503.73","20,576.66","20,484.23","149.69M","0.34%"
"08/23/2021","20,477.26","20,400.94","20,479.27","20,386.51","190.56M","0.68%"
"08/20/2021","20,339.02","20,222.45","20,347.55","20,209.45","153.92M","0.61%"
"08/19/2021","20,215.36","20,196.80","20,245.96","20,109.37","193.06M","-0.43%"
"08/18/2021","20,302.11","20,354.94","20,386.72","20,294.38","183.34M","-0.30%"
"08/17/2021","20,363.59","20,421.04","20,437.56","20,273.69","186.17M","-0.59%"
"08/16/2021","20,483.42","20,461.09","20,492.45","20,417.91","162.62M","-0.17%"
"08/13/2021","20,518.07","20,565.22","20,567.11","20,501.59","157.57M","-0.01%"
"08/12/2021","20,520.60","20,549.12","20,549.12","20,417.65","170.55M","-0.16%"
"08/11/2021","20,554.01","20,531.60","20,565.37","20,487.91","186.54M","0.28%"
"08/10/2021","20,495.74","20,464.02","20,541.44","20,457.96","197.48M","0.29%"
"08/09/2021","20,437.42","20,418.75","20,446.37","20,370.21","182.43M","-0.19%"
"08/06/2021","20,475.42","20,391.68","20,506.16","20,391.68","170.24M","0.49%"
"08/05/2021","20,375.48","20,360.96","20,422.48","20,349.76","181.71M","0.23%"
"08/04/2021","20,329.73","20,355.05","20,434.01","20,328.55","164.08M","-0.18%"
"08/03/2021","20,365.85","20,325.13","20,385.43","20,261.54","179.05M","0.38%"
"07/30/2021","20,287.80","20,235.98","20,300.71","20,208.19","192.68M","-0.12%"
"07/29/2021","20,311.78","20,284.34","20,363.04","20,273.67","163.12M","0.40%"
"07/28/2021","20,230.40","20,213.47","20,250.05","20,153.69","139.79M","0.28%"
"07/27/2021","20,173.35","20,130.81","20,175.56","20,081.44","139.27M","0.04%"
"07/26/2021","20,164.96","20,189.70","20,216.81","20,121.75","175.66M","-0.12%"
"07/23/2021","20,188.43","20,163.22","20,203.57","20,146.59","144.86M","0.45%"
"07/22/2021","20,097.52","20,098.69","20,117.33","20,040.17","141.24M","-0.06%"
"07/21/2021","20,110.05","20,012.69","20,144.57","20,012.69","161.14M","0.84%"
"07/20/2021","19,942.71","19,762.73","19,983.86","19,714.67","175.94M","1.10%"
"07/19/2021","19,726.45","19,821.40","19,821.40","19,605.94","251.71M","-1.30%"
"07/16/2021","19,985.54","20,203.47","20,206.82","19,976.01","174.43M","-0.98%"
"07/15/2021","20,183.72","20,128.26","20,214.64","20,092.93","171.27M","0.18%"
"07/14/2021","20,147.24","20,307.88","20,316.29","20,130.58","174.74M","-0.61%"
"07/13/2021","20,270.65","20,274.23","20,316.84","20,250.82","165.78M","0.19%"
"07/12/2021","20,233.08","20,259.94","20,283.06","20,226.53","173.75M","-0.12%"
"07/09/2021","20,257.95","20,136.40","20,265.21","20,132.91","152.91M","0.98%"
"07/08/2021","20,061.21","20,101.70","20,117.63","19,980.32","197.78M","-1.13%"
"07/07/2021","20,290.60","20,315.36","20,381.70","20,234.22","191.78M","-0.05%"
"07/06/2021","20,300.03","20,303.67","20,307.43","20,174.99","231.97M","0.09%"
"07/05/2021","20,281.46","20,249.20","20,291.31","20,202.74","76.44M","0.27%"
"07/02/2021","20,226.11","20,267.16","20,338.45","20,185.36","182.94M","0.30%"
"06/30/2021","20,165.58","20,155.90","20,182.54","20,093.83","197.65M","-0.03%"
"06/29/2021","20,171.02","20,171.68","20,214.35","20,147.96","185.84M","0.13%"
"06/28/2021","20,145.25","20,273.61","20,273.61","20,113.50","181.15M","-0.42%"
"06/25/2021","20,230.26","20,230.82","20,240.23","20,146.40","179.23M","0.07%"
"06/24/2021","20,215.12","20,241.44","20,257.83","20,176.40","159.86M","0.25%"
"06/23/2021","20,164.39","20,226.26","20,226.26","20,154.60","199.87M","-0.18%"
