trial_number,learning_rate,batch_size,epochs,dropout,fc_dropout,n_layers,n_heads,d_model,d_ff,val_mae
0,2.3433041891137763e-05,64,12,0.39952799824830093,0.31658951602671315,6,4,64,256,TensorBase(0.0769)
1,2.8935113648062688e-05,128,12,0.34438636735159045,0.47716765474611805,6,16,64,128,TensorBase(0.0688)
2,0.0010282407531419094,16,17,0.6835586218253179,0.49201112096151417,3,32,128,512,TensorBase(0.0731)
3,0.0023142382712961003,16,2,0.4371226567318304,0.10616343886541318,3,32,256,256,TensorBase(0.0560)
4,4.90561717470744e-05,32,16,0.5643934660083367,0.6379325772106436,7,4,512,128,TensorBase(0.0436)
5,0.015008197318943713,128,18,0.3004426249923063,0.23454233956817164,5,8,512,512,TensorBase(0.0550)
6,0.00021543827680093835,16,15,0.11699708071017627,0.6892893349827218,4,32,32,512,TensorBase(0.0426)
7,2.2679416184948047e-05,64,2,0.02029193932186389,0.016772677449797112,2,4,32,64,TensorBase(0.1097)
8,0.0014443036725184327,16,7,0.5566601161802173,0.41421937199186776,2,8,256,64,TensorBase(0.0519)
9,0.0032319228408852776,128,13,0.6332641153986558,0.5323799830616277,4,16,128,32,TensorBase(0.1329)
10,0.00017655163650145665,32,20,0.0850989815237996,0.6859964799361924,8,32,32,512,TensorBase(0.0339)
11,0.00020396655751510936,32,20,0.083158727028178,0.6867464888789782,8,32,32,512,TensorBase(0.0334)
12,0.00017070397571549939,32,20,0.16886605684137346,0.611929881462169,8,32,32,512,TensorBase(0.0340)
13,0.00024266483327475637,32,20,0.004736340440585685,0.56077974359453,8,32,32,512,TensorBase(0.0339)
14,0.06632336710532764,32,7,0.222995356390146,0.5608084475408861,7,32,32,32,TensorBase(0.1264)
15,0.0003311616654072569,32,20,0.013971454593190378,0.34739044098416516,8,32,32,512,TensorBase(0.0351)
16,7.714166377153814e-05,32,9,0.21343226775676133,0.5891421704033301,7,32,32,512,TensorBase(0.0390)
17,1.0736611298609846e-05,32,15,0.08874147324541153,0.4390164292302412,6,8,32,512,TensorBase(0.0435)
18,0.0005234468532034083,32,18,0.009087916149070573,0.22416870430974462,8,16,128,32,TensorBase(0.0331)
19,0.0005219747521299639,64,18,0.2627589363520466,0.1920726604921305,7,16,128,32,TensorBase(0.0316)
20,0.005334083755178099,64,14,0.26518892445583275,0.18854779965516996,7,16,128,32,TensorBase(0.0568)
21,0.0006840683854937025,64,18,0.12324030207010025,0.2512571665925034,8,16,128,32,TensorBase(0.0317)
22,0.0005773355428304146,64,18,0.16182562384999633,0.2508209533675532,7,16,128,32,TensorBase(0.0307)
23,0.0006066888504571259,64,18,0.1598426791175259,0.1258783907782527,6,16,128,32,TensorBase(0.0316)
24,0.005854540668171003,64,17,0.19067247551220562,0.13190286226358328,5,16,128,32,TensorBase(0.0516)
25,9.259110332040865e-05,64,16,0.3092784813357341,0.04007063851198078,6,16,128,32,TensorBase(0.0398)
26,0.0005063858472968664,64,10,0.15583504928850517,0.13323236614499068,5,16,128,32,TensorBase(0.0355)
27,0.0017249453956577076,64,18,0.4039418295670476,0.28587862944555736,7,16,128,32,TensorBase(0.0495)
28,0.018589638323913818,64,14,0.2505646923593223,0.08516688890411211,6,16,128,32,TensorBase(0.0456)
29,0.0008671478799007653,64,11,0.46834323746103146,0.18146598815746476,7,4,64,256,TensorBase(0.0389)
30,0.0004033474029437299,64,4,0.37510630865446004,0.3177036089028962,6,16,256,64,TensorBase(0.0465)
31,0.0008040936255379428,64,18,0.14528587952402533,0.2693787240693066,7,16,128,32,TensorBase(0.0312)
32,0.0009847286098328978,64,19,0.14159271140507318,0.18151404720321462,7,16,128,32,TensorBase(0.0319)
33,0.0032887210003056137,64,16,0.26857747110390856,0.2941165416177991,6,16,64,128,TensorBase(0.0356)
34,0.00010989795797234812,64,17,0.33507002464007846,0.36380317521576094,7,16,128,32,TensorBase(0.0450)
35,0.0013181768278271214,64,19,0.21750886006514267,0.0756777391182189,6,16,128,256,TensorBase(0.0324)
36,0.0006524430423542745,128,17,0.18011044076916605,0.14681372490004213,7,16,512,128,TensorBase(0.0442)
37,0.0020401781243152227,64,13,0.06887689336397397,0.26395100974926344,5,4,128,32,TensorBase(0.0350)
38,4.777000451507023e-05,16,15,0.30342282278153154,0.21656231167804782,6,8,512,32,TensorBase(0.0382)
39,0.0003873902507049693,64,19,0.061493192319379775,0.36252831578746975,7,16,64,32,TensorBase(0.0323)
40,0.0028664312637879906,128,16,0.11909621387826674,0.00040077267160248953,4,16,256,256,TensorBase(0.0993)
41,0.0007672811950801289,64,18,0.11824804720470268,0.2471099692821192,8,16,128,32,TensorBase(0.0336)
42,0.0011746344687765164,64,17,0.13358740555345083,0.32248154499097514,7,16,128,32,TensorBase(0.0350)
43,0.0002973979990337977,64,18,0.1989874115145589,0.21331025462343117,8,16,128,32,TensorBase(0.0312)
44,0.000334312254006228,16,19,0.23421049492404347,0.1629507737209632,6,16,128,64,TensorBase(0.0335)
45,0.00012816268770872316,64,15,0.19258605525949862,0.11378221944763743,8,4,128,32,TensorBase(0.0352)
46,0.0003161268309945898,64,17,0.2720154101049361,0.20424786305830211,7,8,128,128,TensorBase(0.0309)
47,0.00030198677464556527,128,14,0.05101221968724823,0.21241116518934855,8,8,512,128,TensorBase(0.0341)
48,6.322682849414777e-05,64,19,0.1786580000281784,0.2813339996295362,7,8,128,128,TensorBase(0.0344)
49,0.00016972971259866893,16,16,0.28862046680593595,0.40635337053206005,5,8,256,128,TensorBase(0.0311)
