trial_number,learning_rate,batch_size,epochs,dropout,fc_dropout,n_layers,n_heads,d_model,d_ff,val_mae
0,0.0004090310195020414,128,11,0.6891295067161257,0.32901681813140293,4,32,128,32,TensorBase(0.0383)
1,0.007427952471037635,128,19,0.3644556723287581,0.1517334439274816,3,8,32,256,TensorBase(0.0410)
2,2.8689889532480995e-05,128,20,0.018887086855660748,0.5794007465934154,8,16,128,512,TensorBase(0.0326)
3,1.3006676784942828e-05,16,19,0.18736612914178602,0.30194260748337753,8,32,32,32,TensorBase(0.0413)
4,3.229953908882972e-05,32,8,0.5536546571420283,0.3376060179482568,7,4,32,256,TensorBase(0.1328)
5,0.04407256489554476,128,10,0.36960754033804416,0.6590562059249678,7,8,256,32,TensorBase(0.1355)
6,0.025321488396142774,16,12,0.351912368182356,0.5596216689800463,5,16,256,32,TensorBase(0.1223)
7,0.01673488353148441,32,10,0.36311244442657703,0.18842405665775375,5,4,256,256,TensorBase(0.0522)
8,0.004224156772094318,16,15,0.3032190305036879,0.3009329175597452,2,16,512,32,TensorBase(0.0647)
9,0.05727961077885567,16,16,0.6939064542627604,0.6833049408104861,4,16,64,256,TensorBase(0.1229)
10,0.0001823921132769134,64,5,0.03161931025930999,0.499120350162008,8,16,128,512,TensorBase(0.0317)
11,0.00013276369192693032,64,5,0.010600944391251367,0.5008285728266623,8,16,128,512,TensorBase(0.0312)
12,0.00021233436529182774,64,2,0.00871195462701642,0.4718342093698572,7,16,128,512,TensorBase(0.0373)
13,0.00014905383441197754,64,3,0.1273925342939468,0.4574437522822046,6,16,128,128,TensorBase(0.0395)
14,0.001047541702197783,64,6,0.14648498138172775,0.47431455702001163,8,16,128,64,TensorBase(0.0333)
15,0.0014375928228807832,64,6,0.07443901986981685,0.03313414617931715,6,16,512,512,TensorBase(0.0614)
16,4.781459311635787e-05,64,5,0.2465972299726616,0.553636558784307,6,32,64,512,TensorBase(0.0655)
17,0.00011468102599326297,64,4,0.4527850750428647,0.4325428971251518,8,8,128,512,TensorBase(0.0526)
18,0.000430402630112025,64,8,0.0828357891826095,0.5975909046619716,6,4,128,128,TensorBase(0.0324)
19,0.002544885933915037,64,8,0.21427868522834936,0.40640104789496656,7,16,128,64,TensorBase(0.0440)
20,7.547428303894713e-05,32,2,0.06433159035084897,0.5014844861725894,8,16,512,512,TensorBase(0.0398)
21,0.00038303820737254116,64,8,0.09480360500559824,0.6013024431869447,6,4,128,128,TensorBase(0.0318)
22,0.00033133014362390933,64,6,0.00365546205535942,0.6421612225627904,7,4,128,128,TensorBase(0.0317)
23,0.0002677004116712825,64,5,0.00886526943292228,0.6341677636851913,7,4,128,128,TensorBase(0.0320)
24,1.056240881300118e-05,64,4,0.1668882771465284,0.5218714278852095,8,4,64,512,TensorBase(0.1213)
25,0.0009228984395402448,64,7,0.25637521888910564,0.4163961875940686,7,4,128,128,TensorBase(0.0323)
26,9.023802351734305e-05,64,13,0.050520899242977535,0.6950668711828881,8,32,128,512,TensorBase(0.0331)
27,0.0007450958761197685,64,4,0.11933019464161052,0.3803852905515743,7,8,128,64,TensorBase(0.0340)
28,4.579912573732449e-05,32,6,0.0030718786477448735,0.5165469489594978,8,16,128,128,TensorBase(0.0331)
29,0.0003756256302310509,128,10,0.5604667665582469,0.6381542151867378,4,32,128,512,TensorBase(0.0397)
30,0.00016696688871060375,64,3,0.4467072152602902,0.26829432510555745,5,4,256,512,TensorBase(0.0540)
31,0.00048144031894029185,64,9,0.10428680634243133,0.6199699203126514,6,4,128,128,TensorBase(0.0321)
32,0.0018429547205429137,64,7,0.041430921879914435,0.5457577154028683,7,4,128,128,TensorBase(0.0327)
33,0.0002715219984995039,64,7,0.1022873273897695,0.5977908589760047,7,4,32,128,TensorBase(0.0359)
34,0.0005533756297134143,128,5,0.04708607111856455,0.5899187410884065,6,4,128,128,TensorBase(0.0346)
35,2.0478447960212106e-05,64,9,0.1451277253845344,0.507936319726649,8,8,32,128,TensorBase(0.0967)
36,6.147117975318005e-05,64,6,0.1885332071886215,0.6622933136419477,8,16,128,512,TensorBase(0.0377)
37,0.00013561696972471982,128,11,0.035122989892377866,0.5612772167156838,7,4,128,256,TensorBase(0.0341)
38,3.102049427587881e-05,16,9,0.09057272778266748,0.3621233009020476,4,32,512,32,TensorBase(0.0345)
39,0.00029823407841813383,32,3,0.6063041712202137,0.24615117347621485,5,16,32,64,TensorBase(0.0514)
40,0.005399283017807634,16,12,0.001902903626902791,0.607987800179937,2,4,128,128,TensorBase(0.0325)
41,0.00020550386708286517,64,5,0.03351135009661364,0.6247776167654457,7,4,128,128,TensorBase(0.0367)
42,0.0006483539158092003,64,5,0.0033159269510146536,0.664165681758562,7,4,128,128,TensorBase(0.0335)
43,0.0002868912256710059,64,7,0.0579893349594469,0.6366748449133619,6,4,256,128,TensorBase(0.0324)
44,0.00010339716841278537,64,8,0.08159529693461702,0.5686455073467179,7,4,64,256,TensorBase(0.0338)
45,0.00019690452457804062,64,4,0.126215454268268,0.6933088537147357,8,16,128,32,TensorBase(0.0382)
46,2.1342520459927234e-05,64,17,0.02989498413894201,0.45581472740496626,6,8,128,128,TensorBase(0.0317)
47,2.0086041069809192e-05,16,17,0.1628821286157546,0.4565874389726205,6,8,128,512,TensorBase(0.0339)
48,1.5647885937039778e-05,128,19,0.2847051168090875,0.46968915759388014,5,8,256,128,TensorBase(0.0474)
49,4.9356798416992886e-05,64,16,0.20267377464946496,0.5327941725903271,6,8,512,512,TensorBase(0.0321)
