seed,test_mae,test_rmse,best_params
1825,0.22555242478847504,0.2509031891822815,"{'learning_rate': 0.0008714285172369706, 'batch_size': 128, 'epochs': 19, 'dropout': 0.09286321271100016, 'fc_dropout': 0.696276616852795, 'n_layers': 6, 'n_heads': 32, 'd_model': 32, 'd_ff': 256}"
