trial_number,learning_rate,batch_size,epochs,dropout,fc_dropout,n_layers,n_heads,d_model,d_ff,val_mae
0,6.583514233907951e-05,128,19,0.24783120606037634,0.29445818911718485,3,16,64,128,TensorBase(0.0361)
1,0.0012796851398537866,16,17,0.6864332372198347,0.10127169848604986,6,16,128,128,TensorBase(0.1232)
2,0.008312346861461525,64,18,0.2932035450960253,0.2539338134266733,5,8,128,64,TensorBase(0.0501)
3,1.6102586002372782e-05,64,12,0.4206627662647547,0.6959222155387438,7,16,128,64,TensorBase(0.0728)
4,7.038768995146407e-05,32,3,0.16371304205218648,0.3835310389196129,4,16,512,128,TensorBase(0.0413)
5,0.06707801054747932,16,17,0.6894634626153495,0.6940244209310781,5,4,64,64,TensorBase(0.1254)
6,0.014078680503007363,32,9,0.23068905882995078,0.19974937679846932,4,32,32,64,TensorBase(0.0377)
7,0.0005889063521094749,128,5,0.4074861508895136,0.39995261263569143,8,8,256,32,TensorBase(0.0561)
8,7.294087361950583e-05,64,15,0.08248168462020355,0.6354008467632672,8,16,64,256,TensorBase(0.0341)
9,1.4275201392948452e-05,32,8,0.6202638137284155,0.6067668571727658,8,16,128,512,TensorBase(0.1850)
10,0.0003101934242220515,64,14,0.0058448639052919305,0.5039563771559259,2,4,64,256,TensorBase(0.0307)
11,0.0004000629467424253,64,13,0.012348251199643973,0.5104059027067174,2,4,64,256,TensorBase(0.0312)
12,0.0006237170504972331,64,12,0.02529572335342943,0.5044848363758414,2,4,64,256,TensorBase(0.0314)
13,0.0022431120684103453,64,14,0.010026524518761746,0.5076176737158977,2,4,64,256,TensorBase(0.0339)
14,0.00017923022372512106,64,9,0.0950143121611006,0.5130591132799686,3,4,512,256,TensorBase(0.0335)
15,0.00023852261980206085,64,14,0.13215717765150464,0.4488743072111281,2,4,256,256,TensorBase(0.0349)
16,0.0035087430379574015,64,20,0.526317419229596,0.5741955532468375,3,32,32,32,TensorBase(0.0376)
17,0.00026212586682405957,128,11,0.0034299008381258878,0.016957051723172356,4,4,64,512,TensorBase(0.0314)
18,0.004704979209752831,16,15,0.18951972321221613,0.31572587248898015,2,4,64,256,TensorBase(0.0347)
19,3.20789377524314e-05,64,7,0.08478472947978168,0.4643950697818979,3,4,64,256,TensorBase(0.0451)
20,0.0010966883274879235,64,12,0.36723162132226195,0.550897360780572,6,32,32,256,TensorBase(0.0439)
21,0.0005343998144050969,64,13,0.05107057222057545,0.4384226702702666,2,4,64,256,TensorBase(0.0316)
22,0.0003483712981906519,64,10,0.02000593147247803,0.5155020011534968,2,4,64,256,TensorBase(0.0316)
23,0.00011317256606363328,64,16,0.14037239535623502,0.6242829058102113,3,4,64,256,TensorBase(0.0332)
24,0.0008507256749730382,64,11,0.06924601039339759,0.34745114439393937,2,8,512,256,TensorBase(0.0344)
25,0.0020470709954262065,64,13,0.2136958232685539,0.4740088298528745,4,4,64,512,TensorBase(0.0333)
26,0.00047340904714094387,128,13,0.12405584987986616,0.40492688366985913,3,4,256,32,TensorBase(0.0325)
27,0.00016351010580675947,32,6,0.2889509254877175,0.5811703125983598,2,4,64,256,TensorBase(0.0349)
28,3.452448634759012e-05,16,15,0.04951822911108847,0.5336811522058738,3,4,64,256,TensorBase(0.0347)
29,0.02349260523263345,128,19,0.2904426357923269,0.21992361894381623,5,32,64,128,TensorBase(0.0422)
30,0.0016824154135731796,64,10,0.4950066304044922,0.6518397320878233,4,8,64,256,TensorBase(0.0378)
31,0.0003146859878210169,128,11,0.01995816224401918,0.026312042138607453,2,4,64,512,TensorBase(0.0315)
32,0.00013366498170400932,128,11,0.010226390122818665,0.13975397505409176,3,4,64,512,TensorBase(0.0335)
33,0.0008208823328794008,128,12,0.0034817931743079157,0.0033857018367080428,6,4,64,512,TensorBase(0.0323)
34,0.00028177297652753235,128,17,0.10972201744231112,0.2803961622012793,4,4,128,512,TensorBase(0.0324)
35,8.690004522417008e-05,16,14,0.05273403490238528,0.357279526850146,7,4,512,128,TensorBase(0.0339)
36,3.4856018711485005e-05,64,10,0.1613226264085752,0.07890997642605585,3,8,64,64,TensorBase(0.0511)
37,0.0006593926642514416,128,16,0.1866616133128801,0.4958321616833403,5,16,32,512,TensorBase(0.0357)
38,0.0013186858268733027,32,12,0.045053981786443695,0.424537873591882,2,4,128,128,TensorBase(0.0343)
39,5.3342211417078924e-05,64,2,0.25609888441746304,0.17015359899171492,4,4,256,64,TensorBase(0.0590)
40,0.0004472024956388849,16,8,0.06086443507414898,0.37113337702829924,5,16,64,32,TensorBase(0.0357)
41,0.00026277726046260256,128,11,0.02067270478240478,0.0006520872461603343,2,4,64,512,TensorBase(0.0315)
42,0.00020377226602949657,128,13,0.09932398608518735,0.07481547146014032,2,4,64,512,TensorBase(0.0337)
43,0.00033268300003325493,128,12,0.030726681517698754,0.046157444840924766,2,4,64,512,TensorBase(0.0328)
44,0.00011325187798670773,128,9,0.08048993633503729,0.10831605000681639,3,4,64,512,TensorBase(0.0367)
45,0.0027713333564809996,128,10,0.004588291606270609,0.6600401976229132,2,32,64,256,TensorBase(0.0315)
46,0.0045508413080991034,32,8,0.14566846527918897,0.6805174973767891,3,32,512,256,TensorBase(0.0418)
47,0.0035679841279978703,64,14,0.1109545299550725,0.5885937940392663,7,32,128,256,TensorBase(0.0491)
48,0.008362660947478968,64,9,0.5799366458557762,0.6606281678421878,2,32,32,256,TensorBase(0.0496)
49,0.0952900778164301,64,16,0.005054936737920255,0.5518281313604663,3,32,64,256,TensorBase(0.1090)
