trial_number,learning_rate,batch_size,epochs,dropout,fc_dropout,n_layers,n_heads,d_model,d_ff,val_mae
0,0.03544920409593536,32,18,0.10830556768455529,0.6930377328390184,5,16,64,512,TensorBase(0.0449)
1,0.00780084891774456,128,15,0.19510815033307236,0.08445646268400683,6,4,256,32,TensorBase(0.0575)
2,9.223367224680046e-05,128,13,0.3136090019460385,0.6967461247240934,7,4,256,128,TensorBase(0.0421)
3,0.00012144587202752742,16,18,0.5557568503965873,0.11006550855281604,2,8,64,128,TensorBase(0.0390)
4,0.05124163338264438,16,8,0.03761291959050381,0.6555697189569317,3,8,128,256,TensorBase(0.0557)
5,0.00010136185832322128,64,20,0.21329793675405878,0.39396559693825045,8,16,64,128,TensorBase(0.0346)
6,0.05052695637736054,128,6,0.2986534560448636,0.49395214461690023,6,32,512,64,TensorBase(0.0810)
7,0.011194639795346134,64,12,0.020095794270128295,0.12371931929565347,3,4,512,256,TensorBase(0.0478)
8,0.0002919022756993536,128,5,0.4517880224655158,0.553034998405617,8,32,64,512,TensorBase(0.0464)
9,5.940540631192474e-05,128,14,0.05899669424365985,0.3251086717640128,3,8,32,32,TensorBase(0.0432)
10,1.4720073576350612e-05,64,20,0.6742218773083869,0.30969556621131317,8,16,32,128,TensorBase(0.1674)
11,0.0009456552436611025,16,18,0.5383043630958217,0.21047662406859013,5,8,64,128,TensorBase(0.0428)
12,1.2522269478127416e-05,16,20,0.4403983261338954,0.007546775620838109,2,16,64,128,TensorBase(0.0534)
13,0.0003113311965679111,64,16,0.6863788911933899,0.4433471177676079,4,8,64,128,TensorBase(0.0464)
14,7.605413582366884e-05,32,9,0.17200917513758499,0.23802209640372413,2,16,128,64,TensorBase(0.0383)
15,3.525372143719869e-05,32,2,0.1910192296521022,0.24106854585052104,7,16,128,64,TensorBase(0.0740)
16,0.0016306868767150971,32,10,0.20692178436784117,0.4021222921833389,4,16,128,64,TensorBase(0.0328)
17,0.0025459528849386993,32,10,0.21757196122666264,0.4154347549449003,4,16,128,64,TensorBase(0.0466)
18,0.000968676061620747,64,11,0.2724173888193148,0.5724772195787333,6,16,128,64,TensorBase(0.0308)
19,0.0012992465947605052,32,11,0.4071261482539045,0.5905839274050809,6,16,128,64,TensorBase(0.0532)
20,0.0032131381149043924,64,7,0.3583004959284204,0.5152142394069442,4,32,128,64,TensorBase(0.0463)
21,0.0005424763456811298,64,11,0.26206102238895923,0.39863449595512274,7,16,128,64,TensorBase(0.0320)
22,0.0004470214268223688,64,10,0.28075142172325485,0.46469046355989385,7,16,128,64,TensorBase(0.0344)
23,0.0007264956953159852,64,12,0.12177632159981663,0.5906260969443565,6,16,128,64,TensorBase(0.0345)
24,0.002982129858393024,64,4,0.2479866641014498,0.40075592288165834,5,16,128,64,TensorBase(0.0491)
25,0.007177768705643457,32,8,0.36603996558287133,0.29971071708926855,7,16,128,64,TensorBase(0.0536)
26,0.0016118868994974092,64,10,0.1261136873388929,0.36587067281351177,6,16,32,64,TensorBase(0.0317)
27,0.00021623751657319024,64,13,0.08627737663671858,0.5155969341631065,6,16,32,512,TensorBase(0.0373)
28,0.000767911831154722,64,11,0.26749537299053644,0.3502656522395554,7,4,32,32,TensorBase(0.0350)
29,0.02583286136214543,64,15,0.11457893006797817,0.6427626384202617,5,16,32,256,TensorBase(0.0396)
30,0.004685469556702242,64,9,0.1544762197471952,0.17097912946018143,6,32,256,512,TensorBase(0.0536)
31,0.0015189013076522535,32,10,0.14065172031566867,0.3461668906262354,5,16,512,64,TensorBase(0.0498)
32,0.001748246250077907,64,13,0.2377235516611365,0.3905355491291226,4,16,128,64,TensorBase(0.0316)
33,0.0005331317119370842,64,13,0.31833881217405013,0.274822405091126,7,16,256,64,TensorBase(0.0416)
34,0.020530690458676393,64,16,0.24413827240011102,0.37380419506356527,6,4,32,64,TensorBase(0.0547)
35,0.00017619755856012082,64,12,0.32414800230240365,0.4502353298989031,5,16,128,32,TensorBase(0.0424)
36,0.005351302698884705,64,14,0.06441614743671363,0.478108666301953,6,16,256,64,TensorBase(0.0453)
37,0.09863732050971524,64,7,0.4044956604794952,0.5541042702499339,7,16,128,256,TensorBase(0.1255)
38,0.0019687040436957093,16,13,0.23574957532373508,0.6606426301639248,8,16,512,64,TensorBase(0.0543)
39,0.00046950832154409576,128,9,0.16614126677067442,0.42425782239858617,6,4,32,64,TensorBase(0.0355)
40,0.011979261290088658,64,12,0.2937290306681399,0.37118214962299634,4,32,128,64,TensorBase(0.0490)
41,0.001358166279713799,32,11,0.19721656421754352,0.27891303424345915,4,16,128,64,TensorBase(0.0345)
42,0.002097267009225675,64,8,0.2086065727585741,0.38697463143572725,3,16,128,64,TensorBase(0.0323)
43,0.000901281941523676,64,8,0.25639898947499046,0.3391381057256088,3,16,128,512,TensorBase(0.0335)
44,0.00393719026061552,64,6,0.33371114476967517,0.378615771889415,3,8,128,64,TensorBase(0.0383)
45,0.0021601837189842623,64,14,0.013045196683097365,0.4358105460546762,3,16,512,32,TensorBase(0.0550)
46,0.0002875568708886962,128,8,0.13457734062133772,0.539079286377187,2,16,128,64,TensorBase(0.0353)
47,0.0006272487638642747,16,11,0.0978202390708442,0.17348131756999374,5,8,32,256,TensorBase(0.0332)
48,0.001069176298825116,64,7,0.18438372717436713,0.49959846071547254,8,16,128,64,TensorBase(0.0327)
49,0.009738473982789209,64,9,0.22281692565508351,0.3181089422701169,3,4,256,128,TensorBase(0.0455)
