seed,test_mae,test_rmse,best_params
4507,0.22737067937850952,0.2777506709098816,"{'learning_rate': 0.0003656241709694929, 'batch_size': 64, 'epochs': 14, 'dropout': 0.006662375650859488, 'fc_dropout': 0.3687543964113592, 'n_layers': 3, 'n_heads': 8, 'd_model': 128, 'd_ff': 32}"
