seed,test_mae,test_rmse,best_params
410,0.5547879338264465,0.5651306509971619,"{'learning_rate': 0.0001851409170800458, 'batch_size': 32, 'epochs': 18, 'dropout': 0.3344550136487707, 'fc_dropout': 0.09545556295416285, 'n_layers': 7, 'n_heads': 16, 'd_model': 32, 'd_ff': 256}"
